Order Number,Order Charged Date,Order Charged Timestamp,Financial Status,Device Model,Product Title,Product ID,Product Type,SKU ID,Currency of Sale,Item Price,Taxes Collected,Charged Amount,City of Buyer,State of Buyer,Postal Code of Buyer,Country of Buyer,Base Plan ID,Offer ID,Group ID,First USD 1M Eligible,Promotion ID,Coupon Value,Discount Rate,Featured Product ID,Price Experiment ID
GPA.3322-6184-0711-30835,2025-07-23,1753233842,Charged,dm3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3303-6169-8594-28888,2025-07-23,1753233861,Charged,dm3q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3396-5958-2046-15296,2025-07-23,1753233938,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,32800,KR,,,4.99167E+18,Yes,,,,,
GPA.3358-2311-4116-73497,2025-07-23,1753234072,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",관악구,서울특별시,8816,KR,,,4.99167E+18,Yes,,,,,
GPA.3376-9694-7096-93147,2025-07-23,1753234412,Charged,pa3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,17841,KR,,,4.99167E+18,Yes,,,,,
GPA.3336-6277-9056-76409,2025-07-23,1753234420,Charged,dm3q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3371-3841-2090-48744,2025-07-23,1753234565,Charged,dm3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-4553-2347-35460,2025-07-23,1753234577,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3327-5353-2108-88407,2025-07-23,1753234688,Charged,crownlteks,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",제주시,제주특별자치도,63302,KR,,,4.99167E+18,Yes,,,,,
GPA.3319-0104-3055-62144,2025-07-23,1753234875,Charged,dm3q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",남동구,인천광역시,21641,KR,,,4.99167E+18,Yes,,,,,
GPA.3359-8867-3875-19638,2025-07-23,1753234889,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",남동구,인천광역시,21641,KR,,,4.99167E+18,Yes,,,,,
GPA.3335-5306-5443-72363,2025-07-23,1753234912,Charged,b4q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",남구,울산광역시,44750,KR,,,4.99167E+18,Yes,,,,,
GPA.3326-0427-7200-63528,2025-07-23,1753235051,Charged,c1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",구리시,경기도,11933,KR,,,4.99167E+18,Yes,,,,,
GPA.3372-7219-3180-71616,2025-07-23,1753235175,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",동대문구,서울특별시,2483,KR,,,4.99167E+18,Yes,,,,,
GPA.3335-3377-5256-79604,2025-07-23,1753235367,Charged,a25x,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,39335,KR,,,4.99167E+18,Yes,,,,,
GPA.3324-7794-8661-65556,2025-07-23,1753235561,Charged,b6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",수원시,경기도,16344,KR,,,4.99167E+18,Yes,,,,,
GPA.3322-4295-8352-10227,2025-07-23,1753235590,Charged,b6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",수원시,경기도,16344,KR,,,4.99167E+18,Yes,,,,,
GPA.3366-6173-8190-43125,2025-07-23,1753235691,Charged,d2x,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",서울특별시,서울특별시,158-070,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-4472-0266-61282,2025-07-23,1753235723,Charged,q6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3370-0950-2446-11777,2025-07-23,1753235860,Charged,e2s,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",성북구,서울특별시,136-103,KR,,,4.99167E+18,Yes,,,,,
GPA.3372-1128-0012-75068,2025-07-23,1753236088,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,44040,KR,,,4.99167E+18,Yes,,,,,
GPA.3322-4434-4256-28798,2025-07-23,1753236240,Charged,b5q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",마포구,서울특별시,3927,KR,,,4.99167E+18,Yes,,,,,
GPA.3353-1626-3663-14474,2025-07-23,1753236250,Charged,b5q,루비 수레 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_6,KRW,"100,000.00","10,000.00","110,000.00",마포구,서울특별시,3927,KR,,,4.99167E+18,Yes,,,,,
GPA.3302-8038-3772-56477,2025-07-23,1753236302,Charged,psq,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",남구,울산광역시,680-819,KR,,,4.99167E+18,Yes,,,,,
GPA.3325-3495-3636-80912,2025-07-23,1753236436,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",창원시,경상남도,51111,KR,,,4.99167E+18,Yes,,,,,
GPA.3355-2817-6659-49093,2025-07-23,1753236523,Charged,taimen,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",구미시,경상북도,39171,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-5987-8520-64936,2025-07-23,1753236580,Charged,a15x,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",충북,충청북도,365-807,KR,,,4.99167E+18,Yes,,,,,
GPA.3342-8924-4195-30868,2025-07-23,1753236599,Charged,taimen,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",구미시,경상북도,39171,KR,,,4.99167E+18,Yes,,,,,
GPA.3312-2851-8629-17796,2025-07-23,1753236712,Charged,e1s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",서구,대구광역시,703-832,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-6335-1928-92115,2025-07-23,1753236765,Charged,dm3q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3379-2248-0356-77928,2025-07-23,1753236805,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",제주시,제주특별자치도,690-818,KR,,,4.99167E+18,Yes,,,,,
GPA.3399-5067-3340-24501,2025-07-23,1753236884,Charged,b4q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,39100,KR,,,4.99167E+18,Yes,,,,,
GPA.3345-9647-6117-61112,2025-07-23,1753237410,Charged,q5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,14306,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-9634-9005-79138,2025-07-23,1753237597,Charged,taimen,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",구미시,경상북도,39171,KR,,,4.99167E+18,Yes,,,,,
GPA.3365-2149-9112-67023,2025-07-23,1753237802,Charged,dm1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,10943,KR,,,4.99167E+18,Yes,,,,,
GPA.3321-6103-9595-60019,2025-07-23,1753237900,Charged,pa3q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",,,15664,KR,,,4.99167E+18,Yes,,,,,
GPA.3303-8862-6418-09330,2025-07-23,1753237923,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3393-0375-5984-70115,2025-07-23,1753237933,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3399-8066-4701-68886,2025-07-23,1753237938,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",강남구,서울특별시,135-909,KR,,,4.99167E+18,Yes,,,,,
GPA.3329-7624-8561-74733,2025-07-23,1753237978,Charged,q6q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3344-3204-6546-99359,2025-07-23,1753237993,Charged,q6q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3388-4693-7113-46291,2025-07-23,1753238077,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",화성시,경기도,18478,KR,,,4.99167E+18,Yes,,,,,
GPA.3329-0626-2342-32064,2025-07-23,1753238385,Charged,dm3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3306-7274-5449-72955,2025-07-23,1753238540,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3389-4392-0952-77793,2025-07-23,1753238634,Charged,b4q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,39100,KR,,,4.99167E+18,Yes,,,,,
GPA.3378-6373-7664-71731,2025-07-23,1753238841,Charged,q4q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",창녕군,경상남도,635-802,KR,,,4.99167E+18,Yes,,,,,
GPA.3316-9823-0050-88258,2025-07-23,1753238976,Charged,a21s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,42254,KR,,,4.99167E+18,Yes,,,,,
GPA.3380-7381-3056-17105,2025-07-23,1753239389,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3320-1994-6359-41461,2025-07-23,1753239457,Charged,dm1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",경기,경기도,440-807,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-6788-7075-63713,2025-07-23,1753239503,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",남구,부산광역시,48516,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-7247-9459-94410,2025-07-23,1753239531,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3311-2036-7736-51127,2025-07-23,1753239540,Charged,dm3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",사하구,부산광역시,604-754,KR,,,4.99167E+18,Yes,,,,,
GPA.3392-8636-6590-85547,2025-07-23,1753239894,Charged,b0q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",양천구,서울특별시,7949,KR,,,4.99167E+18,Yes,,,,,
GPA.3361-3646-2663-78252,2025-07-23,1753239960,Charged,b0q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",양천구,서울특별시,7949,KR,,,4.99167E+18,Yes,,,,,
GPA.3376-8592-6956-23915,2025-07-23,1753240145,Charged,b6q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",화순군,전라남도,58114,KR,,,4.99167E+18,Yes,,,,,
GPA.3377-2586-8853-31313,2025-07-23,1753240156,Charged,b2q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,21054,KR,,,4.99167E+18,Yes,,,,,
GPA.3367-3339-1735-40571,2025-07-23,1753240160,Charged,dm3q,루비 드럼통 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_5,KRW,"50,000.00","5,000.00","55,000.00",,,46024,KR,,,4.99167E+18,Yes,,,,,
GPA.3341-2839-6660-24075,2025-07-23,1753240169,Charged,b2q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,21054,KR,,,4.99167E+18,Yes,,,,,
GPA.3356-2036-9917-04149,2025-07-23,1753240181,Charged,b2q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,21054,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-8755-7125-73948,2025-07-23,1753240333,Charged,dm3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",해운대구,부산광역시,612-030,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-6892-5942-34380,2025-07-23,1753240462,Charged,o1s,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,39397,KR,,,4.99167E+18,Yes,,,,,
GPA.3312-8288-0804-98697,2025-07-23,1753240693,Charged,dm2q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,11316,KR,,,4.99167E+18,Yes,,,,,
GPA.3368-7230-8792-78347,2025-07-23,1753240707,Charged,dm2q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,11316,KR,,,4.99167E+18,Yes,,,,,
GPA.3354-7789-5884-51970,2025-07-23,1753240720,Charged,e2s,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,59762,KR,,,4.99167E+18,Yes,,,,,
GPA.3394-5647-8777-74192,2025-07-23,1753240773,Charged,a21s,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,42254,KR,,,4.99167E+18,Yes,,,,,
GPA.3364-4617-9710-44093,2025-07-23,1753240782,Charged,beyondx,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",금천구,서울특별시,8518,KR,,,4.99167E+18,Yes,,,,,
GPA.3324-9408-8870-08193,2025-07-23,1753240988,Charged,p3s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",가평군,경기도,12412,KR,,,4.99167E+18,Yes,,,,,
GPA.3362-3884-8596-39122,2025-07-23,1753241026,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,467-704,KR,,,4.99167E+18,Yes,,,,,
GPA.3399-9026-3376-48928,2025-07-23,1753241065,Charged,dm3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",노원구,서울특별시,1811,KR,,,4.99167E+18,Yes,,,,,
GPA.3351-9547-5280-78572,2025-07-23,1753241474,Charged,b5q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",김포시,경기도,415-750,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-3409-3726-31256,2025-07-23,1753241512,Charged,q6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3369-2016-7676-98418,2025-07-23,1753241525,Charged,q6q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3338-7382-7134-89766,2025-07-23,1753241536,Charged,q6q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3311-5497-8988-20303,2025-07-23,1753241549,Charged,q6q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3396-1170-7907-90620,2025-07-23,1753241566,Charged,q6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",해운대구,부산광역시,612-050,KR,,,4.99167E+18,Yes,,,,,
GPA.3350-2130-1414-63293,2025-07-23,1753241646,Charged,c1q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,25157,KR,,,4.99167E+18,Yes,,,,,
GPA.3356-2019-3886-56151,2025-07-23,1753241662,Charged,pa3q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",송파구,서울특별시,5636,KR,,,4.99167E+18,Yes,,,,,
GPA.3384-1917-9080-47239,2025-07-23,1753241663,Charged,b0q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",양천구,서울특별시,7949,KR,,,4.99167E+18,Yes,,,,,
GPA.3318-6092-8536-71334,2025-07-23,1753241682,Charged,pa3q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",송파구,서울특별시,5636,KR,,,4.99167E+18,Yes,,,,,
GPA.3392-7921-5758-94381,2025-07-23,1753241836,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",남원시,전라북도,590-200,KR,,,4.99167E+18,Yes,,,,,
GPA.3301-6212-9496-28357,2025-07-23,1753241871,Charged,r0q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",강릉시,강원도,25599,KR,,,4.99167E+18,Yes,,,,,
GPA.3358-8022-8346-11183,2025-07-23,1753242231,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",천안시,충청남도,331-792,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-6006-0835-92744,2025-07-23,1753242247,Charged,b5q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",천안시,충청남도,331-792,KR,,,4.99167E+18,Yes,,,,,
GPA.3379-8747-7711-24481,2025-07-23,1753242258,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",강남구,서울특별시,6039,KR,,,4.99167E+18,Yes,,,,,
GPA.3324-6738-4595-64984,2025-07-23,1753242307,Charged,dm1q,루비 자루 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_4,KRW,"30,000.00","3,000.00","33,000.00",,,55155,KR,,,4.99167E+18,Yes,,,,,
GPA.3318-8117-1730-59382,2025-07-23,1753242540,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,10354,KR,,,4.99167E+18,Yes,,,,,
GPA.3311-0757-7199-22564,2025-07-23,1753242639,Charged,e2s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,31193,KR,,,4.99167E+18,Yes,,,,,
GPA.3341-4986-8333-83156,2025-07-23,1753242706,Charged,dm1q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,55155,KR,,,4.99167E+18,Yes,,,,,
GPA.3332-7469-4283-54748,2025-07-23,1753242747,Charged,q6q,루비 무더기 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_3,KRW,"10,000.00","1,000.00","11,000.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3395-1205-3948-11901,2025-07-23,1753242759,Charged,q6q,루비 한줌 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_2,KRW,"6,000.00",600,"6,600.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3328-9775-3314-54924,2025-07-23,1753242768,Charged,q6q,루비 소량 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ruby_1,KRW,"1,000.00",100,"1,100.00",,,36847,KR,,,4.99167E+18,Yes,,,,,
GPA.3352-8732-1805-44935,2025-07-23,1753243071,Charged,dm2q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",김포시,경기도,415-705,KR,,,4.99167E+18,Yes,,,,,
GPA.3390-1401-4678-71296,2025-07-23,1753243087,Charged,pa3q,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",,,14506,KR,,,4.99167E+18,Yes,,,,,
GPA.3309-9456-0468-78600,2025-07-23,1753243222,Charged,e1s,광고 제거 & 무제한 버프 패키지 (난세표류기 - 한국사 방치형 RPG),com.twokang.historydriftgoogle,inapp,ads_remove,KRW,"7,000.00",700,"7,700.00",창원시,경상남도,51464,KR,,,4.99167E+18,Yes,,,,,
